,Serial Number,SMILES,Number of Unique Zeolites,List of Zeolites
20,21,C1CCNC1,172,"['AEI', 'AEL', 'AET', 'AFI', 'AFN', 'AFO', 'AFR', 'AFS', 'AFT', 'AFV', 'AFX', 'AFY', 'AST', 'ASV', 'ATN', 'ATO', 'ATS', 'ATT', 'AVE', 'AVL', 'AWO', 'AWW', 'BEA', 'BEC', 'BOF', 'BOG', 'BPH', 'BRE', 'BSV', 'CDO', 'CFI', 'CGF', 'CGS', 'CHA', 'CSV', 'CTH', 'CZP', 'DAC', 'DFO', 'EAB', 'EDI', 'EMT', 'EON', 'EPI', 'ESV', 'ETL', 'ETR', 'ETV', 'EUO', 'EWO', 'EWS', 'EZT', 'FAR', 'FER', 'FRA', 'GIS', 'GIU', 'GME', 'GON', 'HEU', 'IFO', 'IFR', 'IFW', 'IFY', 'IHW', 'IRN', 'IRR', 'ISV', 'ITG', 'ITR', 'ITT', 'ITW', 'IWR', 'IWS', 'IWW', 'JNT', 'JOZ', 'JRY', 'JSN', 'JSR', 'JST', 'JSW', 'KFI', 'LAU', 'LEV', 'LTA', 'LTF', 'LTL', 'MAR', 'MAZ', 'MEI', 'MEL', 'MEP', 'MFI', 'MFS', 'MOR', 'MOZ', 'MRE', 'MRT', 'MSE', 'MSO', 'MTF', 'MTT', 'MTW', 'MWW', 'NAT', 'NPO', 'NPT', 'OBW', 'OFF', 'OKO', 'OSI', 'OSO', 'OWE', 'PCR', 'PCS', 'PON', 'POR', 'POS', 'PTY', 'PUN', 'PWO', 'PWW', 'RRO', 'RTE', 'RTH', 'RUT', 'SAF', 'SAO', 'SAS', 'SAT', 'SAV', 'SBE', 'SBS', 'SBT', 'SEW', 'SFE', 'SFF', 'SFG', 'SFH', 'SFN', 'SFO', 'SFS', 'SGT', 'SIV', 'SOD', 'SOF', 'SOR', 'SOS', 'SSF', 'SSY', 'STI', 'STO', 'STW', 'SVV', 'SWY', 'SZR', 'TER', 'THO', 'TOL', 'TON', 'TUN', 'UEI', 'UFI', 'UOS', 'UOZ', 'USI', 'UTL', 'VET', 'VFI', 'VNI', 'ZON']"
21,22,C1CCNCC1,167,"['AEI', 'AEL', 'AET', 'AFI', 'AFN', 'AFO', 'AFR', 'AFS', 'AFT', 'AFV', 'AFY', 'AHT', 'AST', 'ASV', 'ATN', 'ATO', 'ATS', 'AVE', 'AVL', 'AWW', 'BEA', 'BEC', 'BOF', 'BOG', 'BOZ', 'BPH', 'BRE', 'BSV', 'CDO', 'CFI', 'CGF', 'CGS', 'CHA', 'CSV', 'CTH', 'CZP', 'DAC', 'DDR', 'DFO', 'EAB', 'EDI', 'EMT', 'EON', 'EPI', 'ESV', 'ETL', 'ETR', 'ETV', 'EWS', 'EZT', 'FAR', 'FER', 'FRA', 'GIU', 'GON', 'HEU', 'IFO', 'IFR', 'IFW', 'IFY', 'IHW', 'IRN', 'IRR', 'ISV', 'ITE', 'ITG', 'ITH', 'ITR', 'ITT', 'ITW', 'IWR', 'IWS', 'IWW', 'JNT', 'JOZ', 'JSN', 'JSR', 'JST', 'JSW', 'LAU', 'LEV', 'LTA', 'LTF', 'LTL', 'MAR', 'MAZ', 'MEI', 'MEL', 'MFI', 'MFS', 'MOR', 'MOZ', 'MRE', 'MRT', 'MSE', 'MSO', 'MTF', 'MTT', 'MTW', 'MWW', 'NPT', 'OBW', 'OFF', 'OKO', 'OSI', 'OSO', 'OWE', 'PCR', 'PCS', 'PHI', 'POR', 'POS', 'PTY', 'PUN', 'PWO', 'PWW', 'RRO', 'RTE', 'RTH', 'RUT', 'SAF', 'SAO', 'SAS', 'SAT', 'SAV', 'SBE', 'SBS', 'SBT', 'SEW', 'SFE', 'SFF', 'SFG', 'SFH', 'SFN', 'SFO', 'SFS', 'SGT', 'SIV', 'SOD', 'SOF', 'SOR', 'SOS', 'SOV', 'SSF', 'SSY', 'STF', 'STI', 'STO', 'STT', 'SVV', 'SWY', 'SZR', 'TER', 'THO', 'TOL', 'TON', 'TUN', 'UEI', 'UFI', 'UOE', 'UOS', 'UOV', 'UOZ', 'USI', 'UTL', 'VET', 'ZON']"
22,23,C1CC[C@@H]2CCC[N+]3(CCCC3)[C@H]2C1,87,"['AEI', 'AEL', 'AFI', 'AFN', 'AFR', 'AFS', 'AFV', 'AFX', 'AFY', 'AVL', 'BEC', 'BOG', 'BOZ', 'BPH', 'CHA', 'CON', 'CSV', 'CTH', 'DFO', 'EAB', 'EEI', 'EMT', 'ERI', 'ETR', 'EUO', 'EWS', 'EZT', 'FAU', 'GME', 'IFO', 'IFW', 'IHW', 'IRN', 'IRR', 'ISV', 'ITE', 'ITG', 'ITH', 'ITR', 'ITT', 'IWR', 'IWS', 'IWW', 'JST', 'KFI', 'LTA', 'MAZ', 'MEI', 'MEL', 'MFI', 'MFS', 'MOR', 'MOZ', 'MSE', 'MTW', 'MWW', 'OFF', 'POS', 'PWW', 'RHO', 'RTH', 'SAF', 'SAO', 'SAS', 'SAT', 'SAV', 'SBE', 'SEW', 'SFF', 'SFG', 'SFH', 'SFO', 'SFS', 'SFW', 'SGT', 'SOV', 'SSF', 'STF', 'STT', 'STW', 'SWY', 'SZR', 'TON', 'TUN', 'UFI', 'USI', 'UTL']"
23,24,C1CC[C@@H]2CCN[C@H]2C1,132,"['AEI', 'AEL', 'AFN', 'AFO', 'AFR', 'AFS', 'AFV', 'AFX', 'AFY', 'AHT', 'AST', 'ASV', 'ATS', 'AVE', 'AVL', 'AWW', 'BEA', 'BEC', 'BOG', 'BPH', 'CDO', 'CFI', 'CGF', 'CGS', 'CHA', 'CON', 'CSV', 'CTH', 'DFO', 'DOH', 'EAB', 'EON', 'ERI', 'ESV', 'ETL', 'ETR', 'EUO', 'EWS', 'EZT', 'FAU', 'FER', 'GME', 'GON', 'IFO', 'IFR', 'IFW', 'IHW', 'IRN', 'IRR', 'ISV', 'ITE', 'ITG', 'ITH', 'ITR', 'ITT', 'ITW', 'IWR', 'IWW', 'JRY', 'JSW', 'KFI', 'LAU', 'LEV', 'LOS', 'LTA', 'LTL', 'MAZ', 'MEI', 'MEL', 'MER', 'MFI', 'MFS', 'MOR', 'MOZ', 'MRE', 'MRT', 'MSE', 'MTF', 'MTT', 'MTW', 'MWW', 'NON', 'OFF', 'OWE', 'PON', 'POS', 'PUN', 'PWN', 'PWO', 'PWW', 'RHO', 'RRO', 'RTE', 'RTH', 'SAF', 'SAO', 'SAS', 'SAT', 'SAV', 'SBE', 'SEW', 'SFE', 'SFF', 'SFG', 'SFH', 'SFN', 'SFO', 'SFS', 'SFW', 'SGT', 'SOR', 'SOS', 'SOV', 'SSF', 'SSY', 'STF', 'STI', 'STO', 'STT', 'STW', 'SVV', 'SWY', 'SZR', 'TON', 'UFI', 'UOE', 'UOS', 'UOZ', 'USI', 'UTL', 'VET', 'VFI']"
24,25,C1CC[C@@H]2NCC[C@@H]2C1,135,"['AEI', 'AEL', 'AFI', 'AFN', 'AFO', 'AFR', 'AFS', 'AFV', 'AFX', 'AFY', 'AHT', 'AST', 'ASV', 'ATS', 'AVE', 'AVL', 'AWW', 'BEA', 'BEC', 'BOG', 'BOZ', 'BPH', 'CFI', 'CGF', 'CGS', 'CHA', 'CON', 'CSV', 'CTH', 'DDR', 'DOH', 'EAB', 'EON', 'ERI', 'ESV', 'ETL', 'ETR', 'EUO', 'EWS', 'EZT', 'FAU', 'FER', 'GME', 'GON', 'IFO', 'IFR', 'IFW', 'IHW', 'IRN', 'IRR', 'ISV', 'ITE', 'ITG', 'ITH', 'ITR', 'ITT', 'ITW', 'IWR', 'IWS', 'IWW', 'JST', 'JSW', 'KFI', 'LAU', 'LEV', 'LOS', 'LTA', 'LTL', 'MAZ', 'MEI', 'MEL', 'MER', 'MFI', 'MFS', 'MOR', 'MOZ', 'MRE', 'MRT', 'MSE', 'MTF', 'MTW', 'MWW', 'NON', 'OFF', 'OWE', 'PHI', 'PON', 'POS', 'PUN', 'PWO', 'PWW', 'RHO', 'RRO', 'RTE', 'RTH', 'RUT', 'SAF', 'SAO', 'SAS', 'SAT', 'SAV', 'SEW', 'SFE', 'SFF', 'SFG', 'SFH', 'SFN', 'SFO', 'SFS', 'SFW', 'SGT', 'SOF', 'SOR', 'SOS', 'SSF', 'SSY', 'STF', 'STI', 'STO', 'STT', 'STW', 'SVV', 'SWY', 'SZR', 'TON', 'TUN', 'UFI', 'UOE', 'UOS', 'UOZ', 'USI', 'UTL', 'VET', 'VFI', 'ZON']"
25,26,C1CC[C@@H]2[C@@H](C1)CCC[N+]21CCCC1,98,"['AEI', 'AEL', 'AFI', 'AFN', 'AFR', 'AFS', 'AFV', 'AFX', 'AFY', 'AVL', 'BEA', 'BEC', 'BOG', 'BOZ', 'BPH', 'CGS', 'CHA', 'CON', 'CSV', 'CTH', 'DFO', 'EAB', 'EMT', 'EON', 'ERI', 'ETR', 'EUO', 'EWS', 'EZT', 'FAU', 'GME', 'IFO', 'IFR', 'IFW', 'IHW', 'IMF', 'IRN', 'IRR', 'ISV', 'ITE', 'ITG', 'ITH', 'ITR', 'ITT', 'IWR', 'IWS', 'IWW', 'KFI', 'LTA', 'LTL', 'MAZ', 'MEI', 'MEL', 'MFI', 'MOR', 'MOZ', 'MSE', 'MTW', 'MWW', 'OFF', 'POS', 'PWO', 'PWW', 'RHO', 'RTH', 'SAF', 'SAO', 'SAS', 'SAT', 'SAV', 'SBE', 'SEW', 'SFE', 'SFF', 'SFG', 'SFH', 'SFN', 'SFO', 'SFS', 'SFW', 'SGT', 'SOF', 'SOR', 'SOV', 'SSF', 'STF', 'STI', 'STT', 'STW', 'SWY', 'SZR', 'TON', 'UFI', 'UOS', 'UOV', 'USI', 'UTL', 'VFI']"
26,27,C1CC[C@@H]2[C@H](C1)CCC[N+]21CCCC1,101,"['AEI', 'AEL', 'AFI', 'AFN', 'AFR', 'AFS', 'AFV', 'AFX', 'AFY', 'AVE', 'AVL', 'BEA', 'BEC', 'BOG', 'BOZ', 'BPH', 'CGS', 'CHA', 'CON', 'CSV', 'CTH', 'DFO', 'EAB', 'EEI', 'EMT', 'EON', 'ERI', 'ETR', 'EUO', 'EWS', 'EZT', 'FAU', 'GME', 'IFO', 'IFR', 'IFW', 'IHW', 'IRN', 'IRR', 'ISV', 'ITE', 'ITG', 'ITH', 'ITR', 'ITT', 'IWR', 'IWW', 'KFI', 'LTA', 'LTL', 'MAZ', 'MEI', 'MEL', 'MFI', 'MFS', 'MOR', 'MOZ', 'MSE', 'MTW', 'MWW', 'NON', 'OFF', 'POS', 'PUN', 'PWN', 'PWW', 'RHO', 'RTH', 'SAF', 'SAO', 'SAS', 'SAT', 'SAV', 'SBE', 'SEW', 'SFF', 'SFG', 'SFH', 'SFN', 'SFO', 'SFS', 'SFW', 'SGT', 'SOR', 'SOV', 'SSF', 'SSY', 'STF', 'STI', 'STO', 'STT', 'STW', 'SWY', 'SZR', 'TON', 'TUN', 'UFI', 'UOS', 'USI', 'UTL', 'VFI']"
27,28,C1CC[C@H]2NCC[C@@H]2C1,136,"['AEI', 'AEL', 'AFI', 'AFN', 'AFO', 'AFR', 'AFS', 'AFV', 'AFX', 'AFY', 'AHT', 'AST', 'ASV', 'ATS', 'AVE', 'AVL', 'AWW', 'BEA', 'BEC', 'BOG', 'BOZ', 'BPH', 'CDO', 'CFI', 'CGF', 'CGS', 'CON', 'CSV', 'CTH', 'DDR', 'DFO', 'DOH', 'EAB', 'EON', 'ERI', 'ESV', 'ETL', 'ETR', 'EUO', 'EWS', 'EZT', 'FER', 'GME', 'GON', 'IFO', 'IFR', 'IFW', 'IHW', 'IRN', 'IRR', 'ISV', 'ITE', 'ITG', 'ITH', 'ITR', 'ITT', 'ITW', 'IWR', 'IWS', 'IWW', 'JRY', 'JST', 'JSW', 'KFI', 'LAU', 'LEV', 'LOS', 'LTA', 'LTL', 'MAZ', 'MEI', 'MEL', 'MER', 'MFI', 'MFS', 'MOR', 'MOZ', 'MRE', 'MRT', 'MSE', 'MTF', 'MTT', 'MTW', 'MWW', 'NON', 'OFF', 'OWE', 'PON', 'POS', 'PUN', 'PWO', 'PWW', 'RHO', 'RRO', 'RTE', 'RTH', 'SAF', 'SAO', 'SAS', 'SAT', 'SAV', 'SBE', 'SEW', 'SFE', 'SFF', 'SFG', 'SFH', 'SFN', 'SFO', 'SFS', 'SFW', 'SGT', 'SOF', 'SOR', 'SOS', 'SOV', 'SSF', 'SSY', 'STF', 'STI', 'STO', 'STT', 'STW', 'SVV', 'SWY', 'SZR', 'TON', 'UFI', 'UOE', 'UOS', 'UOV', 'UOZ', 'USI', 'UTL', 'VET', 'VFI']"
28,29,C1CC[C@H]2NCC[C@H]2C1,131,"['AEI', 'AEL', 'AFI', 'AFO', 'AFR', 'AFS', 'AFV', 'AFX', 'AFY', 'AHT', 'AST', 'ASV', 'ATS', 'AVE', 'AVL', 'AWW', 'BEA', 'BEC', 'BOZ', 'BPH', 'CDO', 'CFI', 'CGF', 'CGS', 'CHA', 'CON', 'CSV', 'CTH', 'DDR', 'DFO', 'DOH', 'EAB', 'EON', 'ERI', 'ESV', 'ETL', 'ETR', 'EUO', 'EWS', 'EZT', 'FAU', 'FER', 'GME', 'GON', 'IFO', 'IFR', 'IFW', 'IHW', 'IRN', 'IRR', 'ISV', 'ITE', 'ITG', 'ITH', 'ITT', 'ITW', 'IWR', 'IWS', 'IWW', 'JST', 'JSW', 'KFI', 'LAU', 'LEV', 'LOS', 'LTL', 'MAZ', 'MEI', 'MEL', 'MER', 'MFI', 'MFS', 'MOR', 'MOZ', 'MRT', 'MSE', 'MTF', 'MTT', 'MTW', 'NON', 'OFF', 'OWE', 'PHI', 'PON', 'POS', 'PUN', 'PWO', 'PWW', 'RHO', 'RRO', 'RTE', 'RTH', 'RUT', 'SAF', 'SAO', 'SAS', 'SAT', 'SAV', 'SEW', 'SFE', 'SFF', 'SFG', 'SFH', 'SFN', 'SFO', 'SFS', 'SFW', 'SGT', 'SOR', 'SOS', 'SOV', 'SSF', 'SSY', 'STF', 'STI', 'STO', 'STT', 'STW', 'SVV', 'SWY', 'SZR', 'TON', 'UFI', 'UOE', 'UOS', 'UOZ', 'USI', 'UTL', 'VET', 'VFI', 'ZON']"
29,30,C1CC[C@H]2[C@@H](C1)CCC[N+]21CCCC1,100,"['AEI', 'AEL', 'AFI', 'AFN', 'AFR', 'AFS', 'AFV', 'AFX', 'AFY', 'ATS', 'AVL', 'BEA', 'BEC', 'BOG', 'BOZ', 'BPH', 'CGS', 'CHA', 'CON', 'CSV', 'CTH', 'DFO', 'EAB', 'EMT', 'EON', 'ERI', 'ETR', 'EUO', 'EWS', 'EZT', 'FAU', 'GME', 'IFO', 'IFR', 'IFW', 'IHW', 'IMF', 'IRN', 'IRR', 'ISV', 'ITE', 'ITG', 'ITH', 'ITR', 'ITT', 'IWR', 'IWS', 'IWW', 'JST', 'KFI', 'LTA', 'LTL', 'MAZ', 'MEI', 'MEL', 'MFI', 'MFS', 'MOR', 'MOZ', 'MSE', 'MTW', 'MWW', 'OFF', 'POS', 'PWW', 'RHO', 'RTH', 'SAF', 'SAO', 'SAS', 'SAT', 'SAV', 'SBE', 'SEW', 'SFF', 'SFG', 'SFH', 'SFN', 'SFO', 'SFS', 'SFW', 'SGT', 'SOF', 'SOR', 'SOV', 'SSF', 'STF', 'STI', 'STO', 'STT', 'STW', 'SWY', 'SZR', 'TON', 'TUN', 'UFI', 'UOV', 'USI', 'UTL', 'VFI']"
30,31,C1CC[N+]2(C1)CC1CCC(CC1)C2,103,"['AEI', 'AEL', 'AFI', 'AFN', 'AFR', 'AFS', 'AFV', 'AFX', 'AFY', 'AVE', 'AVL', 'AWW', 'BEA', 'BEC', 'BOG', 'BOZ', 'BPH', 'CGS', 'CHA', 'CON', 'CSV', 'CTH', 'DFO', 'EAB', 'EEI', 'EMT', 'EON', 'ERI', 'ETR', 'EUO', 'EWS', 'EZT', 'FAU', 'GME', 'IFO', 'IFR', 'IFW', 'IHW', 'IRN', 'IRR', 'ISV', 'ITE', 'ITG', 'ITH', 'ITR', 'ITT', 'IWR', 'IWW', 'JST', 'KFI', 'LAU', 'LTA', 'LTL', 'MAZ', 'MEI', 'MEL', 'MFI', 'MFS', 'MOR', 'MOZ', 'MRE', 'MSE', 'MTW', 'MWW', 'NON', 'OFF', 'POS', 'PUN', 'PWW', 'RHO', 'RTE', 'RTH', 'SAF', 'SAO', 'SAS', 'SAT', 'SAV', 'SBE', 'SEW', 'SFF', 'SFG', 'SFH', 'SFN', 'SFO', 'SFS', 'SFW', 'SGT', 'SOR', 'SOV', 'SSF', 'STF', 'STI', 'STO', 'STT', 'STW', 'SWY', 'SZR', 'TON', 'TUN', 'UFI', 'USI', 'UTL', 'VFI']"
31,32,C1CC[N+]2(C1)CCCC2,154,"['AEI', 'AEL', 'AET', 'AFI', 'AFN', 'AFR', 'AFS', 'AFT', 'AFV', 'AFY', 'AST', 'ASV', 'ATS', 'AVE', 'AVL', 'AWW', 'BEA', 'BEC', 'BOF', 'BOG', 'BOZ', 'BPH', 'CFI', 'CGF', 'CGS', 'CHA', 'CON', 'CSV', 'CTH', 'DFO', 'EAB', 'EEI', 'EON', 'ESV', 'ETL', 'ETR', 'ETV', 'EUO', 'EWS', 'EZT', 'FER', 'GIU', 'GON', 'HEU', 'IFO', 'IFR', 'IFW', 'IFY', 'IHW', 'IRN', 'IRR', 'ISV', 'ITE', 'ITG', 'ITH', 'ITR', 'ITT', 'IWR', 'IWS', 'JNT', 'JSN', 'JSR', 'JST', 'JSW', 'KFI', 'LAU', 'LEV', 'LOS', 'LTA', 'LTF', 'LTL', 'MAZ', 'MEI', 'MEL', 'MER', 'MFI', 'MFS', 'MOR', 'MOZ', 'MRE', 'MRT', 'MSE', 'MSO', 'MTF', 'MTW', 'MWW', 'NON', 'NPT', 'OBW', 'OFF', 'OKO', 'OSI', 'OSO', 'OWE', 'PCR', 'PCS', 'PON', 'POR', 'POS', 'PTY', 'PUN', 'PWN', 'PWO', 'PWW', 'RHO', 'RRO', 'RTE', 'RTH', 'SAF', 'SAO', 'SAS', 'SAT', 'SAV', 'SBE', 'SBS', 'SBT', 'SEW', 'SFE', 'SFF', 'SFG', 'SFH', 'SFN', 'SFO', 'SFS', 'SFW', 'SGT', 'SOF', 'SOR', 'SOS', 'SOV', 'SSF', 'SSY', 'STF', 'STI', 'STO', 'STT', 'STW', 'SVV', 'SWY', 'SZR', 'TER', 'TOL', 'TON', 'TSC', 'TUN', 'UFI', 'UOS', 'UOV', 'UOZ', 'USI', 'UTL', 'VET', 'VFI', 'ZON']"
32,33,C1CC[N+]2(CC1)CCCC2,146,"['AEI', 'AEL', 'AET', 'AFG', 'AFI', 'AFR', 'AFS', 'AFT', 'AFV', 'AFX', 'AFY', 'AST', 'ATS', 'AVE', 'AVL', 'AWW', 'BEC', 'BOF', 'BOG', 'BOZ', 'BPH', 'CFI', 'CGS', 'CHA', 'CON', 'CSV', 'CTH', 'DFO', 'EAB', 'EEI', 'EMT', 'EON', 'ERI', 'ESV', 'ETL', 'ETR', 'ETV', 'EUO', 'EWS', 'EZT', 'FAU', 'FER', 'FRA', 'GME', 'GON', 'HEU', 'IFO', 'IFR', 'IFW', 'IFY', 'IHW', 'IRN', 'IRR', 'ISV', 'ITE', 'ITG', 'ITH', 'ITR', 'ITT', 'IWR', 'IWS', 'IWW', 'JNT', 'JSR', 'JST', 'JSW', 'KFI', 'LAU', 'LEV', 'LIO', 'LOS', 'LTA', 'LTF', 'LTL', 'MAZ', 'MEI', 'MEL', 'MER', 'MFI', 'MFS', 'MOZ', 'MRE', 'MSE', 'MSO', 'MTF', 'MTW', 'MWW', 'NON', 'NPT', 'OBW', 'OFF', 'OKO', 'OSO', 'PCR', 'PCS', 'PON', 'POS', 'PTY', 'PUN', 'PWO', 'PWW', 'RHO', 'RTE', 'RTH', 'SAF', 'SAO', 'SAS', 'SAT', 'SAV', 'SBE', 'SBS', 'SBT', 'SEW', 'SFE', 'SFF', 'SFG', 'SFH', 'SFN', 'SFO', 'SFS', 'SFW', 'SGT', 'SOF', 'SOR', 'SOV', 'SSF', 'SSY', 'STF', 'STI', 'STO', 'STT', 'STW', 'SVV', 'SWY', 'SZR', 'TER', 'TOL', 'TON', 'TUN', 'UFI', 'UOS', 'UOV', 'UOZ', 'USI', 'UTL', 'VFI']"
33,34,C1CC[N+]2(CC1)CCCCC2,111,"['AEI', 'AEL', 'AFI', 'AFN', 'AFR', 'AFS', 'AFV', 'AFX', 'AFY', 'ATS', 'AVL', 'AWW', 'BEA', 'BEC', 'BOG', 'BOZ', 'BPH', 'CFI', 'CGS', 'CHA', 'CON', 'CSV', 'CTH', 'DFO', 'EAB', 'EMT', 'EON', 'ERI', 'ESV', 'ETR', 'EUO', 'EWS', 'EZT', 'FAU', 'GME', 'IFO', 'IFR', 'IFW', 'IHW', 'IRN', 'IRR', 'ISV', 'ITE', 'ITG', 'ITH', 'ITR', 'ITT', 'IWR', 'IWW', 'JST', 'JSW', 'KFI', 'LAU', 'LEV', 'LTA', 'LTL', 'MAZ', 'MEI', 'MEL', 'MER', 'MFI', 'MFS', 'MOZ', 'MRE', 'MSE', 'MTF', 'MTW', 'MWW', 'NON', 'OFF', 'POS', 'PUN', 'PWW', 'RHO', 'RTE', 'RTH', 'SAF', 'SAO', 'SAS', 'SAT', 'SAV', 'SBE', 'SEW', 'SFE', 'SFF', 'SFG', 'SFH', 'SFN', 'SFO', 'SFS', 'SFW', 'SGT', 'SOF', 'SOR', 'SOV', 'SSF', 'SSY', 'STF', 'STI', 'STO', 'STT', 'STW', 'SWY', 'SZR', 'TON', 'UFI', 'UOS', 'UOV', 'USI', 'UTL', 'VFI']"
34,35,C1CC[N+]2(CC1)CCC[C@@H]1CCCC[C@@H]12,89,"['AEI', 'AFI', 'AFR', 'AFS', 'AFX', 'AFY', 'AVL', 'BEC', 'BOG', 'BOZ', 'BPH', 'CGS', 'CHA', 'CON', 'CSV', 'CTH', 'DFO', 'EAB', 'EEI', 'EMT', 'EON', 'ERI', 'ETR', 'EUO', 'EWS', 'EZT', 'FAU', 'GME', 'IFO', 'IFR', 'IFW', 'IHW', 'IRN', 'IRR', 'ISV', 'ITE', 'ITG', 'ITH', 'ITR', 'ITT', 'IWR', 'IWW', 'JST', 'KFI', 'LTA', 'LTL', 'MAZ', 'MEI', 'MEL', 'MFI', 'MOR', 'MOZ', 'MSE', 'MTW', 'MWW', 'POS', 'PWN', 'PWW', 'RHO', 'RTH', 'SAF', 'SAO', 'SAS', 'SAT', 'SAV', 'SBE', 'SEW', 'SFF', 'SFG', 'SFH', 'SFN', 'SFO', 'SFS', 'SFW', 'SGT', 'SOR', 'SOV', 'SSF', 'STF', 'STI', 'STT', 'STW', 'SWY', 'TON', 'TUN', 'UFI', 'UOV', 'USI', 'VFI']"
35,36,C1CC[N+]2(CC1)CCC[C@@H]1CCCC[C@H]12,91,"['AEI', 'AFI', 'AFR', 'AFS', 'AFX', 'AFY', 'AVL', 'BEA', 'BEC', 'BOG', 'BOZ', 'BPH', 'CGS', 'CHA', 'CON', 'CSV', 'CTH', 'DFO', 'EAB', 'EEI', 'EMT', 'EON', 'ERI', 'ETR', 'EUO', 'EWS', 'EZT', 'FAU', 'GME', 'IFO', 'IFR', 'IFW', 'IHW', 'IRN', 'IRR', 'ISV', 'ITE', 'ITG', 'ITH', 'ITR', 'ITT', 'IWR', 'IWS', 'IWW', 'KFI', 'LTA', 'LTL', 'MAZ', 'MEI', 'MEL', 'MFI', 'MFS', 'MOR', 'MOZ', 'MSE', 'MTW', 'MWW', 'POS', 'PWW', 'RHO', 'RTH', 'SAF', 'SAO', 'SAS', 'SAT', 'SAV', 'SBE', 'SEW', 'SFF', 'SFG', 'SFH', 'SFN', 'SFO', 'SFS', 'SFW', 'SOR', 'SOV', 'SSF', 'STF', 'STI', 'STO', 'STT', 'STW', 'SWY', 'TON', 'TUN', 'UFI', 'UOV', 'USI', 'UTL', 'VFI']"
36,37,C1CC[N+]2(CC1)CCC[C@H]1CCCC[C@@H]12,92,"['AEI', 'AFI', 'AFR', 'AFS', 'AFV', 'AFX', 'AFY', 'AVL', 'BEA', 'BEC', 'BOG', 'BOZ', 'BPH', 'CGS', 'CHA', 'CON', 'CSV', 'CTH', 'DFO', 'EAB', 'EEI', 'EMT', 'EON', 'ERI', 'ETR', 'EUO', 'EWS', 'EZT', 'FAU', 'GME', 'IFO', 'IFR', 'IFW', 'IHW', 'IRN', 'IRR', 'ISV', 'ITE', 'ITG', 'ITH', 'ITR', 'ITT', 'IWR', 'IWW', 'KFI', 'LTA', 'LTL', 'MAZ', 'MEI', 'MEL', 'MFI', 'MFS', 'MOR', 'MOZ', 'MSE', 'MTW', 'MWW', 'POS', 'PWW', 'RHO', 'RTH', 'SAF', 'SAO', 'SAS', 'SAT', 'SAV', 'SBE', 'SEW', 'SFF', 'SFG', 'SFH', 'SFN', 'SFO', 'SFS', 'SFW', 'SOR', 'SOV', 'SSF', 'STF', 'STI', 'STO', 'STT', 'STW', 'SWY', 'SZR', 'TON', 'TUN', 'UFI', 'UOV', 'USI', 'UTL', 'VFI']"
37,38,C1CC[N+]2(CC1)CCC[C@H]1CCCC[C@H]12,91,"['AEI', 'AEL', 'AFI', 'AFR', 'AFS', 'AFX', 'AFY', 'AVE', 'AVL', 'BEC', 'BOG', 'BOZ', 'BPH', 'CGS', 'CHA', 'CON', 'CSV', 'CTH', 'DFO', 'EAB', 'EMT', 'EON', 'ERI', 'ETR', 'EUO', 'EWS', 'EZT', 'FAU', 'GME', 'IFR', 'IFW', 'IHW', 'IMF', 'IRN', 'IRR', 'ISV', 'ITE', 'ITG', 'ITH', 'ITR', 'ITT', 'IWR', 'IWW', 'KFI', 'LTA', 'LTL', 'MAZ', 'MEI', 'MEL', 'MFI', 'MFS', 'MOR', 'MOZ', 'MSE', 'MTW', 'MWW', 'POS', 'PWN', 'PWW', 'RHO', 'RTH', 'SAF', 'SAO', 'SAS', 'SAT', 'SAV', 'SBE', 'SEW', 'SFE', 'SFF', 'SFG', 'SFH', 'SFN', 'SFO', 'SFS', 'SFW', 'SOR', 'SOV', 'SSF', 'STF', 'STI', 'STO', 'STT', 'STW', 'SWY', 'TON', 'TUN', 'UFI', 'USI', 'UTL', 'VFI']"
38,39,C1CC[N+]2(CC1)CC[C@@H]1CCCC[C@@H]1C2,90,"['AEI', 'AEL', 'AFI', 'AFR', 'AFS', 'AFX', 'AFY', 'AVL', 'BEA', 'BEC', 'BOG', 'BOZ', 'BPH', 'CGS', 'CHA', 'CON', 'CSV', 'CTH', 'DFO', 'EAB', 'EMT', 'EON', 'ERI', 'ETR', 'EUO', 'EWS', 'EZT', 'FAU', 'GME', 'IFO', 'IFR', 'IFW', 'IHW', 'IMF', 'IRN', 'IRR', 'ISV', 'ITE', 'ITG', 'ITH', 'ITR', 'ITT', 'IWR', 'IWS', 'IWW', 'KFI', 'LTA', 'LTL', 'MAZ', 'MEI', 'MEL', 'MFI', 'MOR', 'MOZ', 'MSE', 'MTW', 'MWW', 'POS', 'PWW', 'RHO', 'RTH', 'SAF', 'SAO', 'SAS', 'SAT', 'SAV', 'SBE', 'SEW', 'SFF', 'SFG', 'SFH', 'SFN', 'SFO', 'SFS', 'SFW', 'SOR', 'SOV', 'SSF', 'STF', 'STI', 'STO', 'STT', 'STW', 'SWY', 'TON', 'UFI', 'UOV', 'USI', 'UTL', 'VFI']"
